,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Feature 15,Feature 16,Connection,Connection Size,Thread Standard,Thread Size,Maximum Operating Temperature,Application,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Sector,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Handle Type,Finish,Pack Quantity,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Feature 17,Feature 18,Anti Slip,Grips/Handles,Weight,Mounting Type,Feature 19,Feature 20,Feature 21,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Dimensions (L x W x D),Diameter,Attachment 6,Attachment 7,Attachment 8
308,PB01853,Saniflo SaniAccess pump,Saniflo,501.0,"Designed for grey waste water removal, the Saniflo SaniAccess macerator pump is an ideal choice for installation in kitchens and utility rooms. Suitable for brand new domestic installations, the SaniAccess has a conveniently removeable cover for easy, stress-free maintenance.",Commercial Plumbing/Commercial Plumbing.csv -> Saniflo SaniAccess pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/53/NW-B01853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B01853_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Saniaccess_Pump_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PU94954,"Geberit Delta Duofix for wall-hung WC, with concealed cistern 12 cm, flush plate Delta30, 112 cm (1)",Geberit,235.36,"Suitable for wall-hung toilets with EN 33:2011 connections, this Geberit Duofix frame is supplied with the Delta 1200mm concealed cistern, wall anchoring and connection bend. Self-supporting, this frame can be used in drywall constructions, part or room-height pre-wall installations or in room-height installation walls. It is also suitable for installation in part or room-height Geberit Duofix system walls and is compatible with toilets with projections up to 620mm and in floor constructions of 0 - 200mm.","Commercial Plumbing/Commercial Plumbing.csv -> Geberit Delta Duofix for wall-hung WC, with concealed cistern 12 cm, flush plate Delta30, 112 cm (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/54/U94954_wm.jpg,,,,,,Delta,N,458.119.21.2,,N,Powder-coated self-supporting frame,Frame with Ø 9mm drilling holes for wood frame construction,For support brackets for ceramic toilets with small contact surfaces,0 - 200mm adjustable galvanised feet,Non-slip leg supports,Rotatable foot plates,Foot plate depth for UW50 and UW75 and Geberit Duofix system rails,Connection bend can be mounted without tools at different depths,Connection bend has adjustable range of 45mm,Sound absorbing fastening for connection bend,3/5.8L dual flush concealed cistern with front actuation,Fully insulated against condensation,Immediate post flush with factory setting,Tool-free installation and maintenance on concealed cistern,Gloss / Chrome Plated,,,,,,,Metal,,,1138,Water supply connection on rear or top centre,Protection cover box for service opening protects against moisture and dirt,,,,,,,,,,,,10 Years,,,,,,,,,1,Dual 5.8/3 L,N/A,No,RearTop Centre,Front actuation,Yes,Protection box can be cut to length,Conduit pipe for feed pipe connection of Geberit AquaClean shower toilets,,,,,With fastening option for electrical connection,"Cistern in accordance with EN 14055, Class II",10 year warranty,,,,,,,,,,,,
310,PB51093,Armitage Shanks Sensorflow E deck mounted tap (mains powered),Armitage Shanks,180.85,"Helping to reduce water use, the Armitage Shanks Sensorflow E infrared basin mixer is mains operated via a simple AC adapter plug. Manufactured in robust brass with a chrome finish, this 120mm spout projection, deck-mounted tap automatically switches off after a set length of time while a stagnation flush ensures always hygienic operation.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Sensorflow E deck mounted tap (mains powered),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/93/B51093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AS_Sensorflow_E_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PB00021,SOLA SPECTRUM SA4280 500MM NTH BASIN,Twyford,156.98,The contemporary Twyford Sola Spectrum 500mm back outlet washbasin is supplied without taps and includes enclosed fixings for improved hygiene.,Commercial Plumbing/Commercial Plumbing.csv -> SOLA SPECTRUM SA4280 500MM NTH BASIN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/21/NW-B00021_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Sola_Spectrum_500_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PC90294,Ideal Standard Contour 21 hinged support arm 800mm Chrome,Ideal Standard,545.28,The Ideal Standard Contour 21 aluminium drop-down rail provides additional security and peace of mind for disabled or elderly bathroom users.,Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21 hinged support arm 800mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/94/NW-C90294_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S6362_Drop_Down_Rail_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PC98026,Ideal Standard Sensorflow 21 piccolo basin electronic mains mixer tap,Ideal Standard,532.59,"Helping to save water and improve hygiene in commercial bathrooms, the Ideal Standard Sensorflow 21 piccolo electronic mains washbasin spout is a completely sensor-operated tap unit for touch-free hand washing. A smart, compact design with neat chrome finish, this automatic delivery tap is designed for vandal resistance, ensuring reliable durability.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Sensorflow 21 piccolo basin electronic mains mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/26/NW-C98026_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_BrasswareSolution_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A4798AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Sensorflow_21_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PC93059,AKW Digipump 4 flow digital pump flow sensor kit,AKW,94.42,The AKW Digipump flow sensor kit for waste water pumps is designed for use where gravity drainage is not achievable.,Commercial Plumbing/Commercial Plumbing.csv -> AKW Digipump 4 flow digital pump flow sensor kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/59/NW-C93059_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Digipump_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/v3/_7/AKW_Redbook_V3_7.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,P171621,Reliance Valves Ausimix Compact 2 in 1 thrmostatic mixing valve 15mm,Reliance Valves,87.07,"Offering versatile protection from the dangers of scalding, RWC Ausimix Compact 2-in-1 thermostatic mixing valve is made of DZR brass with a nickel-plated finish. This three-port valve offers viton seals and 15mm flat face union connections. Telescopic connectors and SharkBite push-fit connections are also available.",Commercial Plumbing/Commercial Plumbing.csv -> Reliance Valves Ausimix Compact 2 in 1 thrmostatic mixing valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/22/NW-171621_171622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_Ausimix_Compact_TMV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/RWC_Ausimix_TMV2_3_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PJ44513,Grohe Skate Cosmopolitan flush plate Chrome,Grohe,54.09,"Finished in sparkling StarLight chrome, the smart Grohe Skate Cosmopolitan flush plate provides an attractive, functional finishing touch to a bathroom. Easy to clean, the dual flush system gives the choice of 3L or 6L flush (or 3L and 4.5L in some ceramic bodies) as well as a stop option while integrated EcoJoy flush technology reduces water consumption by up to 50%. Installation, requiring the standard revision shaft, is straightforward and tool-free.",Commercial Plumbing/Commercial Plumbing.csv -> Grohe Skate Cosmopolitan flush plate Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/13/NW-J44513_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Skate_Cosmo_38732000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_Flush_Plate_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grohe_Care_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PB97406,Armitage Shanks Contour 21+ doc M left hand close coupled rails Grey,Armitage Shanks,1081.08,"Doc M pack, specifically designed to latest recommendations which call for the tap to be positioned more conveniently on the side of the basin closest to the seated user. These packs have a left hand or right hand single taphole basin specific to that need. Taps have copper tails as these are preferred in many applications. TMV3 approved basin mixer to help prevent scalding with integral thermostat to reduce Legionella risk. Water saving delay fill 4.5 litre cistern.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Contour 21+ doc M left hand close coupled rails Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/06/B97406_wm.jpg,,,,,,Contour 21,N,S0683LJ,Doc-M Pack,N,Right hand option available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PC30660,Ideal Standard Conceala 2 extended lever spindle 250mm Chrome Plated,Ideal Standard,86.37,The contemporary designed Ideal Standard Conceala 2 flushing lever with extended 250mm spindle is made of chrome-plated metal for a finish to suit most bathrooms.,Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Conceala 2 extended lever spindle 250mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/60/NW-C30660_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Conceala_2_S4491AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PB62124,Ideal Standard Markwik 21+ basin tap hole mixer rim mounted Chrome Premium,Ideal Standard,602.1,"Clean and practical, the Ideal Standard Markwik 21+ thermostatic basin mixer with lever includes sequential control to draw hot and cold through with every use. While insulated technology keeps the hot side of the mixer at a safe temperature and a built-in thermal cleanse and BioGuard outlet provides every day safety, a detachable spout allows for autoclave or washer disinfector sterilisation to prevent cross contamination.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Markwik 21+ basin tap hole mixer rim mounted Chrome Premium,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/24/NW-B62124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21+_A6696AA_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwik_21+_A6696AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PC14652,Ideal Standard Markwick 21 pillar mounted mixer tap with detachable spout,Ideal Standard,590.65,"Suitable for use in healthcare settings, the Ideal Standard Markwick 21 panel mixer is ideal for hospital use (TB H2a). Fitted with an Armitage Shanks Bioguard outlet, this thermostatic mixer tap includes a removable spout for autoclave sterilisation and demountable panel for submergible disinfection, minimising the risk of contamination. The Markwick 21 includes an integral thermostat, single sequential long lever operation, drawing hot and cold water at each use, and a single flow horizontal nozzle. Insulated technology maintains scald-free safety, keeping the hot side of the tap cool to the touch.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Markwick 21 pillar mounted mixer tap with detachable spout,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/52/NW-C14652_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_21_A6243AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PG34965,i.Care Doc M Blue with Brassware,i.Care,320.95,"A single box solution for the easier installation of an accessible washroom, the Balmoral i.Care Doc M washroom pack in Blue includes a complete close-coupled WC with spatula lever flush as well as seats and rails in colours designed for contrast where required. This pack includes grab rails as well as a basin and rimless WC with seat and a sequential mixer tap.",Commercial Plumbing/Commercial Plumbing.csv -> i.Care Doc M Blue with Brassware,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/65/G34965_wm.jpg,,,,,,,N,1900R.C.L.B,,N,With sequential mixer,Tap should be positioned on side of basin closest to seated user,Select tap side at installation,Basin tap hole stopper supplied,White rail and seat finish,Includes basin waste and bottle trap,With rimless close-coupled raised height WC pan,With close-coupled cistern,Spatula cistern lever for 6L flush,"Ring toilet seat only, no cover",With 500mm grab rail,With 800mm drop down swing arm,Installation layout instructions included,Meets Doc M requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PB79137,Cistermiser Direct Flush Valve direct flush discreet (sensor) urinal valve (per bowl),Cistermiser,218.77,"The Cistermiser direct flush sensor offers discreet mains-fed urinal flushing. Designed for installation behind panel work with only the IR sensor visible, this water-saving infrared-activated valve flushes a urinal directly from the cold water supply.",Commercial Plumbing/Commercial Plumbing.csv -> Cistermiser Direct Flush Valve direct flush discreet (sensor) urinal valve (per bowl),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/37/NW-B79137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Cistermiser_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Cistermiser_DirectFlush_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PG34964,i.Care Doc M Blue without Brassware,i.Care,287.67,"A single box solution for the easier installation of an accessible washroom, the Balmoral i.Care Doc M washroom pack in blue includes a complete close-coupled WC with spatula lever flush as well as seats and rails in colours designed for contrast where required. This pack includes grab rails as well as a basin and rimless WC with seat.",Commercial Plumbing/Commercial Plumbing.csv -> i.Care Doc M Blue without Brassware,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/64/G34964_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G34964_Technical Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PC90223,Ideal Standard Contour 21 straight grab rail 600mm Blue,Ideal Standard,34.84,"The Ideal Standard Contour 21 60cm blue gloss aluminium straight grab rail is ideal for installation in hot, leisure and healthcare facilities, providing additional security and peace of mind for disabled or elderly bathroom users.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21 straight grab rail 600mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/23/NW-C90223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Contour21_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_S6454_Grab_Rail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PB97298,Ideal Standard Avon 21 single basin mixer no pop up waste Chrome Plated,Ideal Standard,396.97,"The smartly designed Ideal Standard Avon 21 washbasin mixer with self closing push button is ideal for commercial use. This chrome deck-mounted tap incorporates an anti-vandal design, flow regulator for reduced waste and variable temperature control.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Avon 21 single basin mixer no pop up waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/98/NW-B97298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Avon_21_B8263AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
