,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Fuel Type,Range,Hazardous,Seasonal Space Heating Energy Efficiency %,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Attachment 6,Boiler Bundles,Flow Rate,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Feature 15,Feature 16,Feature 17,Feature 18,Max Vertical Level Flue Length (metres),Boiler Section,Boiler Range,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Max High Level Flue Length (metres),Preset Pressure Relief Valve (Bar),Dry Weight (kg),Feature 19,Feature 20,Attachment 7,Attachment 8
139,P333489,Baxi 8 24 system 2 boiler only pack,Baxi,1113.0,"A compact design suitable for fitting into a standard cupboard, the Baxi 824 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 24kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range. The supplied Adey Micro 2 magnetic system filter helps to improve efficiency of the 818 even further, cleverly capturing and removing damaging debris for cleaner running and less risk of breakdown.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Baxi 8 24 system 2 boiler only pack,,"Boiler, pre-fitted flue adapter, literature pack, hanging bracket, isolation valves, copper tails, prv pipe assembly, condensate adapter, Adey Micro 2 system filter",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/151026_wm.jpg,,,,,,,Natural Gas / LPG,8,N,,333489 PK,System Boiler,N,Includes magnetic system filter,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,10 year parts and labour warranty,,,,,,,,,,,,10 Years Parts & Labour,2.85 kg,A,,24 kW,285,94,Wall mounting bracket,,,,,,,,,,,,,,,,
140,P124841,Ideal Vogue Max 18 system boiler 18kW,Ideal,1202.28,"The installer-friendly Ideal Vogue Max 18 condensing system boiler is built in a single piece with a lower than average lift weight for a less stressful fitting job. Attractively designed, with a modern composite casing and concealed controls, this 18kW room-sealed boiler looks great in any space and is easy to use too thanks to a large backlit LCD display. Highly efficient, the Vogue Max is fitted with high quality components for reduced maintenance and a bill-busting ErP A rating.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Vogue Max 18 system boiler 18kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/43/124840_124843_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Max_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Consumer_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/124841_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Max_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Vogue_Max_System_Spec_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Vogue_Max_System_Product_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
141,P333913,Grant Vortex Eco External 21/26 floor standing heat only oil boiler,Grant,1841.0,"The steel-enclosed Grant Vortex Eco External 21/26 condensing boiler is tough and reliable, allowing for installation anywhere outside of the home and standing up to all conditions. With a multi-directional flue and extremely low noise levels, this unit makes installation easy and flexible while cutting edge components such as a Riello RDB low-NOx burner and Grant's own design stainless steel heat exchanger provide ErP A-rated efficiency and reliable operation even under the stresses of inclement weather.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Grant Vortex Eco External 21/26 floor standing heat only oil boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rn/al/Grant_Vortex_Eco_External_wm.jpg,,,,,,White/Gloss,Oil,Vortex Eco External,N,A,333913 PK,External Condensing Boiler,N,Suitable for fitting against a wall or freestanding away from the property,Factory-fitted multi-directional flue for flexible fitting,Exceptionally quiet operation,Galvanised steel enclosure,High quality powder-coated paint finish for weather protection,Fitted with Riello RDB low-NOx burner,Unique Grant Vortex stainless steel heat exchanger,Mains isolating switch and test switch,Factory-fitted frost stat set to 5°C,5 year warranty available when following Grant installation specification and guidelines,,,,,,333913,,5 Year,113kg,A,,26 kW,800,91.67,Floor Standing,,,,,,,,,,,,,,,,
142,P334449,Ideal Heating Max S30 system boiler pack with flue,Ideal Heating,1270.0,"An installer-friendly unit, the Ideal Logic Max S30 system boiler, supplied with a compatible flue and filter, has a back-saving low lift weight and offers easy installation, making frustrating fitting jobs a thing of the past. Simple to operate using its large size digital display, the robustly built 30kW Logic Max is as popular with users as it is with engineers and, thanks to the included system filter, both will appreciate its long lasting hassle-free reliability.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Heating Max S30 system boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/49/NW-334448_334449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_System_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Max_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Max_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Standard_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Ideal_Logic_Max_System_S30_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,P333659,Ideal Logic+ Combi C24 Logic + Combi 2 C24 boiler & H/flue,Ideal,917.0,"Part of the award-winning Logic range, the Ideal Logic+ Combi C24 boiler, provided with a horizontal flue, delivers highly efficient, ErP A-rated and Energy Saving Trust endorsed heating and hot water thanks to full modulation to low outputs and inbuilt protection from frost. Offering an output of 24kW, this boiler has a variety of flueing options, low lift weight and pre-formed copper tails for faster and more flexible installation, while its compact size allows for easy fitting in the average kitchen cupboard.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Logic+ Combi C24 Logic + Combi 2 C24 boiler & H/flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/cl/ip/Logic+ Combi C24_clip_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic+Combi_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Logic+_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic+_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Plus_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,P333916,Grant Vortex Eco External System 21/26 floor standing oil boiler,Grant,2126.0,"Robustly built to withstand challenging outdoor conditions, the steel-enclosed Grant Vortex Eco External 21/26 condensing boiler is designed for installation outside the home, against a wall or as a freestanding unit. The boiler's multi-directional flue and conveniently quiet operation make siting easy in even the most difficult of locations, while internal components including a tough stainless steel heat exchanger and Riello RDB low-NOx burner help to achieve an ErP A rating.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Grant Vortex Eco External System 21/26 floor standing oil boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rn/al/Grant_Vortex_Eco_External_wm.jpg,,,,,,White/Gloss,Oil,Vortex Eco External System,N,A,333916 PK,External System Boiler Pack,N,Suitable for fitting against a wall or freestanding away from the property,Factory-fitted multi-directional flue for flexible fitting,Exceptionally quiet operation,Galvanised steel enclosure,High quality powder-coated paint finish for weather protection,Fitted with Riello RDB low-NOx burner,Unique Grant Vortex stainless steel heat exchanger,Mains isolating switch and test switch,Factory-fitted frost stat set to 5°C,5 year warranty available when following Grant installation specification and guidelines,,,,,,,,5 Year,136 kg,A,,26 kW,800,91.67,Floor Standing,,,,,,,,,,,,136,,,,
145,P111300,"Alpha E-TEC NX 28 kW boiler, flue and copper tube 15 mtr x 15 mm pack",Alpha,640.0,TBC,"Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha E-TEC NX 28 kW boiler, flue and copper tube 15 mtr x 15 mm pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/00/111300_wm.jpg,,,,,,,,,N,,111300 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,P334498,Worcester Bosch Greenstar 8000 Life system boiler pack with flue 35kW,Worcester Bosch,1605.0,"An impressive follow-up to the always popular Greenstar CDi Classic, the new and improved Worcester Bosch Greenstar 8000 Life condensing system boiler offers a cutting edge modern design and improved installation thanks to handy features like pre-wired and pre-plumbed components. Compatible with solar, this 35kW digital boiler is fitted with a low energy modulating pump and with frost protection built in, ensuring ErP A-rated efficiency along with lower energy bills and less waste. This pack includes a telescopic horizontal flue kit for easy, time-saving fitting.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 8000 Life system boiler pack with flue 35kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/pk/334498_99 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar8000LifeSstm_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114665_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Life_System_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,P333062,Glow-worm Compact 28C-AS/1H-GB combi boiler with horizontal flue 28kW,Glow-worm,672.0,"Lightweight and small in size, the Glow-worm Compact 28C-AS/1H-GB combi boiler makes siting and installation easier and less time consuming, even in challenging homes with limited wall space. Supplied with a horizontal flue this reliable wall-mounted 28kW combi is fitted with a robust stainless steel heat exchanger for ongoing durability as well as ErP A-rated efficiency, helping to minimise running costs and inconvenient maintenance.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Glow-worm Compact 28C-AS/1H-GB combi boiler with horizontal flue 28kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333061_62 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Compact_24c_28c_O_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Compact_24c_28c_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,P334040,Intergas Rapid Plus combi boiler and flue pack 25kW,Intergas,821.0,"Supplying highly efficient heating and hot water, the Intergas Rapid 25kW combi boiler is supplied here with a standard horizontal flue as well as an Intergas Rapid spacer frame for hassle-free specification. Designed for domestic use, this simple boiler has all the benefits of the brand's innovative condensing boiler technology in an installer-friendly package for easier fitting and maintenance. Thanks to its inbuilt expansion vessel there's no need to install the Rapid with a jig and an easy to remove front panel makes it possible to reach internal parts with minimal effort.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Intergas Rapid Plus combi boiler and flue pack 25kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/334040 PK_wm.jpg,,,,,,,,Rapid Plus,N,,334040 PK,,N,Central flue,Up to 10m flueing distance,Easy to service and maintain,LPG conversion available,Built-in programmer,Exceptional flow rate,Priority domestic hot water (additional set up required),Spacer frame,High-rise compliant,Combined PRV and condensate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,P333650,Worcester Bosch Greenstar CDi Compact 36CDi NG combi boiler and horizontal flue pack,Worcester Bosch,1390.0,"Designed to supply reliable heating and hot water to properties with up to three bedrooms and two bathrooms, the Worcester Bosch Greenstar 36CDi NG Compact condensing combi boiler is supplied with a horizontal flue and pre-plumbed mounting jig for ease of installation in a kitchen cupboard. Providing an easy to understand commissioning and diagnostic display, this 36kW combi boiler provides both user and engineer with all the information they need for operation and maintenance, minimising the risk of errors and downtime. The Greenstar Compact is ErP A-rated for excellent levels of efficiency, however if installed with the Bosch EasyControl smart thermostat that rating is boosted to an A+.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar CDi Compact 36CDi NG combi boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333648_50 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_CDi Compact_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,P333666,Vaillant ecoFIT pure 830 combi boiler and horizontal flue pack,Vaillant,1190.0,"Supplied with a horizontal flue, the Vaillant ecoFIT pure 830 combination boiler is quick and easy to install thanks to its lighter weight and compact cupboard fit size. Built using premium quality components, blending German engineering and British manufacturing, this reliable 30kW combi has earned an ErP A rating for efficiency thanks to its reduced energy consumption. Operating almost silently, the ecoFIT pure has been awarded the Noise Abatement Society's Quiet Mark.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vaillant ecoFIT pure 830 combi boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/7_/pk/333665_67 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Vaillant_ecoTEC_Pure_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Pure_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,P111989,Worcester 8000 45 kW combi boiler with Honeywell evohome pack,Worcester,2071.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester 8000 45 kW combi boiler with Honeywell evohome pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/89/111989_wm.jpg,,,,,,,,,N,,111989 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,P333901,Grant Vortex Pro XS Internal Combi 26 oil boiler XS 26kW,Grant,2593.0,"Compact in size, the Grant Vortex Pro XS Internal Combi 26 condensing boiler also runs extremely quietly for convenient installation in a kitchen or utility room. Part of an award-winning range, this 26kW boiler is fitted with Grant's patented stainless steel heat exchanger and features Riello low-NOx technology, helping it to meet modern NOx emissions targets while delivering an ErP A rating for heating and a B rating for hot water. Providing a simple diagnostic system and super-fast hot water delivery, the Vortex Pro XS is a convenient choice for both homeowner and engineer alike.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Grant Vortex Pro XS Internal Combi 26 oil boiler XS 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/om/bi/Grant_Vortex_Pro_Internal_Combi_wm.jpg,,,,,,White/Gloss,Oil,Vortex Pro XS Internal Combi,N,92,333901 PK,Combi Boiler Pack,N,Sleek white casing,Compact 515mm wide footprint,Exceptionally quiet operation,Suitable replacement for an older oil-fired combi,Riello low-NOx burner,24L expansion vessel,Neon diagnostic indicators,2 very accurate electronic temperature controls allow boiler to operate in condensing mode on central heating while producing instant hot water,Patented Grant larger size stainless steel heat exchanger for improved performance,Low system pressure cut off switch protects boiler in the unlikely event of system water loss,"DHW flow rate 36.6LPM at 10°C, 18.3LPM at 20°C",5 year warranty available when following Grant's installation specification and guidelines,,,,,"36.6 L/min @ 10°C, 18.3 L/min @ 20°C",5 Year,1.65Kg,A,B,26 kW,606,91,Floor Standing,,,,,,,,,,,,,,,,
