,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Diameter,Warranty,Hazardous,Energy Efficiency Class,Material,Mounting Type,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Range,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Connection Type,Pressure,Voltage (V),Weight,Overheat Protection,Direct / Indirect,Insulation Type,Application,Feature 15,Grade,Pack Quantity,Feature 16
319,P183450,Range Tribune HE slim unvented direct cylinder ErP 150ltr,Range,951.64,"Built to last, the slimline Kingspan Range Tribune HE 150L direct unvented hot water cylinder has been manufactured using resilient duplex stainless steel for corrosion resistance you can rely on. Insulated with environmentally-friendly foam for improved efficiency and with high flow rate performance for the comfort and convenience of high pressure on-demand hot water throughout the home, the Tribune HE is supplied with pre-adjusted safety and control devices for fast, easy connection to the cold water mains.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Range Tribune HE slim unvented direct cylinder ErP 150ltr,,Cylinder;Installation ;maintenance instructions;Inlet control set with balanced cold;Temperature & pressure relief valve;Acetal tundish;External expansion vessel - DHW;Immersion heater,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/52/183448_183452_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Kingspan_Range_Tribune_HE_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/183450_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kingspan_Range_Tribune_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Kingspan_Range_Tribune_HE_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,P422795,Grant Quick Recovery twin coil cylinder 210ltr,Grant,1633.0,"Part of a highly adaptable range, the Grant QR 210L twin coil slimline cylinder is suitable for use as an unvented or open vented cylinder in order to suit a variety of possible installations. Efficient and reliable, QR cylinders have robust duplex stainless steel shells and offer compatibility with air source heat pumps or solar thermal systems for better-than-ever efficiency.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Grant Quick Recovery twin coil cylinder 210ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/95/422795_wm.jpg,,,,,,,,22 mm,550mm,25 year material guarantee on cylinder shell (subject to full Terms and Conditions),N,C,Stainless Steel,N/A,QRTC210,Unvented Cylinder,N,210 l,Suitable for installation with oil boilers,Can be installed with air source heat pumps and solar thermal systems,High-quality duplex stainless steel shell,With large stainless steel internal coils,Quality organic Estectic Tex paint finish,With factory-fitted 3kW immersion heater,Large internal coils for efficiency,Good insulation for low standing heat losses,Global Warming Potential (GWP) of 3.1,Quick Recovery,Ozone Depletion Potential (ODP) of 1,25 year warranty on cylinder shell,,,,,,,,,,,,,,,,
321,P119488,UK Cylinders Elite Cyl he indirect pre plumbed twin zone 170ltr,UK Cylinders,964.84,"A complete ready-to-go package, the UK Cylinders Elite Cyl 170L pre-plumbed twin zone unvented cylinder is an external DHW expansion model with a full CH and DHW controls package. A factory-fitted, plumbed and wired version of the Elite cylinder with an external expansion vessel, this package helps to save on installation time.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl he indirect pre plumbed twin zone 170ltr,,Cylinder;Cold water inlet set;Two port zone valve;Temperature ;pressure relief valve;Circulating pump;Auto bypass valve;Wiring centre;3kW immersion heater;Tundish;Dual thermostat;Filling loop;D5-room thermostat;Heating expansion vessel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/88/NW-119488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,P174875,UK Cylinders Elite Air slimline indirect unvented cylinder 200ltr,UK Cylinders,960.88,"Ideal for those installations where space is limited, the compact UK Cylinders Elite Air 200L slimline indirect unvented cylinder has a width of just 475mm, fitting neatly into smaller cupboards or making installation simpler where access routes are narrow. Manufactured using high-quality Duplex stainless steel, this cylinder is built to last.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Air slimline indirect unvented cylinder 200ltr,,Cylinder;Expansion vessel;Immersion heater;Cylinder case;Mechanical cylinder stat,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/75/NW-174872_174875_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,P113865,UK Cylinders Elite Cyl heatpump unvented cylinder 170ltr,UK Cylinders,856.02,"Built for ultimate performance, the UK Cylinders Elite Cyl Heatpump 170L single coil unvented indirect cylinder incorporates the brand's own large diameter corrugated coil. The Elite Cyl is fitted with all the components you'll require for compatibility with any heat pump.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl heatpump unvented cylinder 170ltr,,Cylinder;Casing;10mm sensor probe pocket;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/69/NW-113865_113869_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,P178145,Prolite Heatpump Unvented 170 ltr Pk,Prolite,995.0,"Offering high levels of performance, this UK Cylinders Prolite 170L capacity heat pump indirect cylinder incorporates a full bore coil for high flow and high gain. Made of tough duplex stainless steel, it is lagged using environmentally friendly 50mm insulation to help minimise heat loss.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Prolite Heatpump Unvented 170 ltr Pk,,Heat Pump cylinder;unvented components to comply with G3 regulations,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/27/175023_27_wm.jpg,,,,,,,,,545mm,Cylinder has a 25 year warranty against manufacturing defect and 2 years with supplied components.,N,,Duplex Stainless Steel,,178145 PK,,N,170 l,For domestic use,Duplex stainless steel construction,Silver colour,22mm compression fittings,Includes 50mm CFC and HCFC-free insulation,25 year warranty against manufacturing defects,2 year warranty on supplied components,,,,,,,,,Silver,22mm compression fittings,4 bar,230,4.3kg,Yes,Indirect,50mm CFC and HCFC free insulation,Domestic,,,,
325,P174661,Albion Ultrasteel direct unvented cylinder ErP 150ltr,Albion,602.43,"Albion's 150L Ultrasteel unvented indirect cylinder combines reliability and value for money, making it a popular choice for homeowners and installers alike. Manufactured from high-grade engineering materials, including tough duplex stainless steel, and featuring highly reliable valves, thermostats and control sets, the functional and robust Ultrasteel is economical and efficient with high flow rates, good insulation and quick recovery coils, making it ideal for fast hot water delivery, even in homes with multiple bathrooms.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Albion Ultrasteel direct unvented cylinder ErP 150ltr,,Cylinder;Acetal tundish;Inlet control set with balanced cold;Temperature ;pressure relief valve;Smart immersion heater;Immersion heater;Potable water expansion vessel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/61/174661_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Kingspan_Albion_UltrasteelAero_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/AUD150ERP_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Albion_Ultrasteel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,P153857,UK Cylinders ESHPP 2150X Elite cylinder heat pump 150litre,UK Cylinders,1088.65,"Manufactured in the UK to the highest possible level, the UK Cylinders Elite Cyl 150L heat pump unvented indirect pre-plumbed cylinder offers great performance and long lasting reliability. Supplying fast flowing water to all outlets in a home, this fully insulated tank offers fast reheat and low heat loss. The Elite Cyl is constructed in a robust duplex stainless steel while all internal components are constructed for longevity and efficiency.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders ESHPP 2150X Elite cylinder heat pump 150litre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/57/153857_wm.jpg,,,,,,,,22 mm,545mm,25 Year,N,B,Stainless Steel,Vertical,ESHPP2150X,Unvented Cylinders,N,150 l,High-grade Duplex stainless steel construction,Fully insulated with 50mm 100% CFC and HCFC free polyurethane to minimise heat loss,Lightweight construction,"High-quality, 100% recyclable silver casing",Supplied with high-quality unvented components,Supplied with a mechanical cylinder stat for easy electrical installation,Plumbing connection clearly identified with description embossed into cylinder case,22mm compression connections with nuts and olives,Highly efficient primary coil reduces reheat time,,Long-life 3kW Incoloy immersion heater,ErP B-rated,Supplied with all safety controls as required by UK Building Regulations,25 year cylinder warranty,2 year parts warranty,,,,,,,,,,,,,
327,P113860,UK Cylinders Elite Cyl cylinder  horizontal  indirect unvented 150ltr,UK Cylinders,747.74,"Designed to be used in loft spaces or other spots where a vertical cylinder won't fit, the UK Cylinders Elite Cyl 150L horizontal indirect cylinder is ideal for small homes that are short on space. Supplied with installation cradles and high-quality components, this easy to install Suplex steel cylinder ensures a reliable hot water supply for years to come.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl cylinder  horizontal  indirect unvented 150ltr,,Cylinder;Casing;Mounting cradles;Mechanical cylinder stat;Immersion heater,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/64/NW-113859_113864_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,P422794,Grant Quick Recovery pre plumbed single coil cylinder 300ltr,Grant,2845.0,"One of a wide range of cylinders designed for ease of specification, the 300L capacity Grant QR pre-plumbed single coil cylinder is an efficient choice for hot water economy. Providing faster heat up times and lower standing heat loss than previous Grant models, this cylinder boasts reliable efficiency via robust stainless steel coils, helping homeowners to reduce waste and costs. Labelled compression connections and ready-fitted internal parts help to make QR models easy to install too.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Grant Quick Recovery pre plumbed single coil cylinder 300ltr,,"factory-fitted pre-wired controls including the Grant EP001 wiring centre, digital dual thermostat and immersion heat timer, factory-fitted cold water inlet pipework, potable water expansion vessel for the cylinder, factory-fitted primary system pipework",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-422792_422794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grant_QR_Cylinder_PrePlumbed_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_QRSC300PP_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_QR_Cylinder_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_QR_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,P113867,UK Cylinders Elite Cyl heatpump unvented cylinder 250ltr,UK Cylinders,929.19,"Containing a large diameter corrugated coil, the UK Cylinders Elite Cyl Heatpump 250L single coil unvented indirect cylinder is designed to provide the ultimate in hot water performance. Compatible with any heat pump, this high quality unvented cylinder is manufactured in robust duplex stainless steel and has thick, eco-friendly lagging for reduced heat loss and excellent efficiency.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl heatpump unvented cylinder 250ltr,,Cylinder;Casing;10mm sensor probe pocket;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/69/NW-113865_113869_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,P174862,UK Cylinders Elite Air indirect unvented cylinder 120ltr,UK Cylinders,751.39,"Elite AIR cylinders are built using high grade Duplex stainless steel and designed to provide fast flowing hot water to single or multiple outlets. Elite Air cylinders are manufactured to the highest standards and supplied with innovative components to ensure quick recovery, low heat loss and economic use of energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Air indirect unvented cylinder 120ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/67/NW-174862_174867_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,P128737,Gledhill StainlessLite Plus indirect slimline cylinder 150ltr Stainless Steel,Gledhill,825.68,"Delivering mains pressure hot water convenience the slimline 150L Gledhill StainlessLite Plus indirect cylinder has been built using high quality duplex stainless steel for robust longevity. Insulated in HCFC-free foam insulation  with zero ODP and low GWP plus Section G3 compliance, this building regs-friendly cylinder is ideal for new builds and refits, promising safe operation and good efficiency without compromising on performance. Built with height-restricted spaces in mind, the horizontal StainlessLite Plus makes installation simple, even in the most awkward spots.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Gledhill StainlessLite Plus indirect slimline cylinder 150ltr Stainless Steel,,Cylinder;Cold water inlet PRV combination valve/expansion relief;Lift up pressure ;temperature relief valve;Control thermostat;Energy cut-out thermostat;Energy cut-out motorised valve;Tundish;3kW Immersion heater including control ;cut out thermostats;Dr,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/38/128736_128738_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Gledhill_StainlessLitePlusI6_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_StainlessLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
