,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Hazardous,Depth (mm),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Thickness,Warranty,Frame Colour,Waste Kit Included,Feature 11
192,PE61121,Mermaid Timeless Trade ply wood tunnel and groove panel 2420 x 1185mm Carrara Marble,Mermaid,182.45,"Easy to install, with no need for grouting, this Mermaid Timeless Trade 2420 x 1185mm tongue and groove panel is a great finishing touch for any bathroom. Built in plywood, Timeless Trade panelling is easy to maintain and offers a long-lasting alternative to tiling. Finished in Carrara marble, this panel brings the warmth of classic Italian marble into the bathroom for a glamorous yet bright and airy look.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless Trade ply wood tunnel and groove panel 2420 x 1185mm Carrara Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/21/NW-E61120_E61121_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PD28577,Merlyn MBox shower side panel 760mm,Merlyn,181.45,"Built from strong, safe 6mm glass, this 760mm Merlyn MBox optional side shower panel is suitable for installation with MBox sliding doors.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Merlyn MBox shower side panel 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/79/UP-D28576_D28579_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBox_Sliding_Door_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PN36670,Multipanel Classic bathroom wall panel frost unlipped 2400 x 900mm Frost White,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has a Frost White finish, a cool, bright gloss for a clean look.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel frost unlipped 2400 x 900mm Frost White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/70/NW-N36670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,
195,PE61125,Mermaid Timeless Trade ply wood square panel 2420 x 1200mm White Frost,Mermaid,167.84,"A simple, hardwearing and attractive choice for a luxe bathroom, this Mermaid Timeless Trade 2420 x 1210mm square panel in white frost is made of robust, long-lasting plywood for a seamless finish with no need for messy and time consuming grouting. Reliably watertight, this panel's clean, crisp white finish complements just about any bathroom scheme while adding just a touch of warmth thanks to its subtle creamy tones.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless Trade ply wood square panel 2420 x 1200mm White Frost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/26/NW-E61125_E61126_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PE61206,Mermaid Timeless Trade end cap panel Polished Silver,Mermaid,22.82,"Made of aluminium, this Mermaid Timeless Trade 2420mm end cap profile has a glossy polished silver finish.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless Trade end cap panel Polished Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/06/E61206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PE61210,Mermaid Timeless Trade end cap panel Satin Anodised Aluminium,Mermaid,9.14,"Made of aluminium, this Mermaid Timeless Trade 2420mm end cap profile has a satin anodised silver finish.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless Trade end cap panel Satin Anodised Aluminium,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/10/E61210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PN57681,Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Salvaged Planked Elm,Multipanel,195.86,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. This panel is finished in Salvaged Plank Elm, a realistic, gently weathered textured wood effect, for a natural look with 100% water resistance.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Salvaged Planked Elm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/83/NW-N57678_N57683_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
199,PD65160,Coram Optima 6 side panel 900 x 1900mm Glass/Chrome Finish,Coram,173.74,"The minimal, 900 x 1900mm Coram Optima 6 glass edge shower side panel is used to create corner and three-sided enclosures for a bespoke solution to suit your space. Semi-frameless, with fully concealed fixings and seamless profiles, this panel is easy to clean and pre-assembled for quicker, easier installation.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Coram Optima 6 side panel 900 x 1900mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/61/UP-D65157_D65161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Coram_Optima_6_Side_Panel_5_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Coram_Optima_6_Premier_8_SPnl_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Coram_Optima_6_Sliding_Door_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
200,PN16420,Multipanel Tile Collection bathroom wall panel 2400 x 598mm White Gypsum,Multipanel,115.84,"An easy, grout-free alternative to paint or tiling, this 598mm Multipanel Classic wall panel in White Gypsum tile effect has a reliably water-resistant plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Tile Collection bathroom wall panel 2400 x 598mm White Gypsum,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/20/N16420_wm.jpg,,,,,,,White Gypsum,Tile Collection,N,11,Plywood,MT637ST1001,Bathroom Wall Panel,N,Quick and easy to install,"No grout, simple to clean, low maintenance","Discreet, watertight Hydrolock joint",On-trend colours and textures,30 Year Warranty,Made in Britain,100% Recyclable,Manufactured using Forest Stewardship Council® (FSC C128180) certified materials,,,,,,,
201,PN86466,8681 S/FLAKE SRKL PLY SE 2400X1200X11,Perform Panel,146.89,"An easy to install alternative to tiling and five times faster too, Nu-Style 2400 x 1200mm shower wall panels have a smart tongue and groove design. Finished in Snowflake Sparkle, with its gleaming pigments and clean, simple base, these panels will gift any bathroom a touch of character while maintaining a neutral palette.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> 8681 S/FLAKE SRKL PLY SE 2400X1200X11,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/66/N86466_wm.jpg,,,,,,,Snowflake,,N,11,PLY,SE1200PLYSNOWFLAKE,Shower Panel,N,Snowflake Sparkle finish,Square edge design,Plywood construction,Waterproof,Faster installation compared to tiles,,,,,,,,,,
202,PE61208,Mermaid Timeless Trade internal corner panel Polished Silver,Mermaid,25.22,"Made of aluminium, this Mermaid Timeless Trade 2420mm internal corner profile has a glossy polished silver finish.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless Trade internal corner panel Polished Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/08/E61208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PE63790,Mermaid Timeless tongue and groove wall panel 2420 x 1185 Polar Sparkle,Mermaid,183.07,"Bringing a luxe look to your bathroom without the prohibitive cost, this Mermaid Timeless Trade 2420 x 1210mm tongue and groove panel in Polar Sparkle gives you the look of stone in robust, waterproof plywood. Providing a seamless finish with no need for the hassle of grouting, this panel is an easy, reliable alternative to tiling.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless tongue and groove wall panel 2420 x 1185 Polar Sparkle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/90/E63789_E63790_wm.jpg,,,,,,,Polar Sparkle,Timeless,N,11,Plywood,MWP-S030-TG,Tongue and Groove Panel,N,Polar Sparkle gloss finish,With antibacterial coating,100% waterproof,Watertight guarantee,Easy to clean,No need for grouting,Can be fixed to all wall types,Suitable for installation over existing tiles,,,,,,,
204,PN55905,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 900mm Arctic Stone,Multipanel,172.95,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Arctic Stone, this panel has an authentic real stone look for a touch of luxuriant urban chic.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 900mm Arctic Stone,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/08/NW-N55903_N55908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,
205,PN36717,Multipanel Classic mid joint profile type D White,Multipanel,12.4,"Finish edges or join corner panels neatly with this Multipanel Classic type D 2450mm mid-joint profile in powder-coated white. Concealing and protecting the exposed edge of a tile panel, this profile also prevents water ingress. Using the appropriate profile and silicone sealant is recommended for a reliably watertight finish.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic mid joint profile type D White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/17/NW-N36717_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/MPanel_AluminiumExtru_MSDS_V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
206,PC80020,Multipanel Click floor tiles 304 x 605 x 5mtr Urban Anthracite Grey (Pack of 10),Multipanel,71.25,"Supplied in a pack of ten, this Multipanel Click 605 x 304mm bathroom flooring is a quick and easy upgrade for any bathroom. Thanks to its simple glue-free interlocking tongue and groove system, Click flooring is almost effortless to install and is supplied with a 0.5mm wear layer and ceramic bead coating. Completely waterproof, these hardwearing planks are finished in modern Urban Anthracite Grey, a dark stone-effect with a modern look.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Click floor tiles 304 x 605 x 5mtr Urban Anthracite Grey (Pack of 10),,10x bathroom flooring,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/20/NW-C80020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Multipanel_Click_Floors_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PN57612,Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Bianca Luna,Multipanel,182.38,"With no need to grout or paint, this 1200mm Multipanel Linda Barker wall panel is a convenient alternative to tiling. Made with a water-resistant hardwood plywood core, this panel is finished with a high pressure decorative laminate on its front, with a plain balancing laminate to the rear. This panel is finished in the marble effect Blanca Luna, a great complement to the Dove Grey found in the brand's Neutrals Collection.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Bianca Luna,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/17/NW-N57612_N57617_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
