,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Range,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Attachment 6,Attachment 7,Attachment 8,Pack Quantity,Feature 14,Pressure,Eco Setting,Voltage (V),Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry Points,Cable Entry,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Water Entry,Water Heating Energy Efficiency
99,PD04835,Mira Element built in variable mixer,Mira,297.42,"Simple and unfussy, the Mira Element BIV shower mixer is an ideal addition to a contemporary family bathroom. Easy to use, with both thermostatic temperature and flow control on one intuitive dial, the Element incorporates a range of powerful features, from safe thermostatic control to Magni-flo for triple the power, even in low pressure systems.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Element built in variable mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/35/NW-D04835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Element_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_L14D_Shower_Fittings_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_ShowersEnclosuresTrays_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PC42695,BRISTAN BLACK COBALT SHOWER PACK,Bristan,527.51,"A high quality design, the Bristan Cobalt shower pack is built around a shower valve with integral two outlet diverter. Finished in stylish black, this all-in-one shower installation kit includes both a drencher head for luxury rain-style showering and a handset for practical use as well as a riser rail and wall outlet. Slimline and stylish, the Cobalt has a striking square design that will look great in modern bathrooms.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> BRISTAN BLACK COBALT SHOWER PACK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/95/C42695_wm.jpg,,,,Black,10 l/min @ 3 bar,5,0.2,5 Year,N,10.5,Brass / ABS,2,1,COBALT BLK SHWR PK,Shower Pack,N,Includes slimline 200mm square drench head with shower arm,With adjustable riser rail and wall outlet,Adjustable fixing brackets on riser rail enables existing screw holes to be used,Handset and drench head are rub-clean for easy limescale removal,Slim recessed shower valve fits 35mm cavity spaces,Integral 2-outlet diverter for ease of outlet switching,Thermostatic cartridge with preset temperature safety stop at 42°C,Higher temperature can be selected via override,Flow/temperature operated separately for accurate control,Cartridge is accessed from front for easy servicing,Automatic shut-off in case of hot/cold supply failure,Metal back plate and handles for durability,,,Cobalt,,,,,,,,,,,,Matte black finish,,,,,5 year warranty,,,,,,,,,,,,,,,,
101,PD77220,Bristan Prism dual control valve and diverter/stop Chrome,Bristan,435.35,"The modern design Bristan Prism recessed concealed shower valve with diverter and stopcock is built for effortless, fingertip touch use and easy cleaning. Designed to fit in any UK wall cavity, requiring a cavity space of just 35mm, and front accessible for servicing, the Prism is a great selection for small bathrooms.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Prism dual control valve and diverter/stop Chrome,,Concealing plate;Valve body;3x handles;3x extension screws;3x spline adaptors;4x valve body fixings;2x inserts;2x flow regulators;2x filter washers;Wall outlet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/20/NW-D77220_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_3Ctrl_Valve_Stopcock_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SHC3DIV_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SHC3DIV_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PC32741,Twyford Sola thermostatic concealed shower valve,Twyford,666.29,"The Twyford Sola thermostatic concealed shower is suitable for use with unvented supplies, combi boilers, gravity and mains pressure systems, delivering thermostatic performance for almost any bathroom.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Twyford Sola thermostatic concealed shower valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/41/NW-C32741_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Sola_SF1137CP_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Sola_SF1137CP_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_Sola_SF113_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Triton_Specification_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Twyford_SolaThermoShowerValve_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PD63817,Ideal Standard Alto bar valve with shower set and fix kit,Ideal Standard,163.03,"The chrome-finished Ideal Standard Alto exposed thermostatic shower pack and Idealrain Shower 1 kit is ideal for use in high pressure domestic water systems. Easy to install, the kit includes Fast-fix wall fixings.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Alto bar valve with shower set and fix kit,,Thermostatic shower;Fast-fix and Idealrain S1 kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/17/NW-D63817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PD10639,Bristan Regency 2 controlled exposed rigid with diverter shower mixer and kit,Bristan,390.74,"With cross head controls for a timeless look equally suited to modern and traditional bathrooms, the Bristan Regency exposed mini valve shower with rigid riser features TMV2 thermostatic control technology for reliable, safe use. Easy to install, the Regency is supplied with adjustable inlets for use on existing pipework centres.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Regency 2 controlled exposed rigid with diverter shower mixer and kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/39/NW-D10639_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Regency_R2_SHXRR_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Colonial_ShowerValve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PD53216,Aqualisa AQ AQSQBAR1 cool touch square bar valve,Aqualisa,122.47,"With its square design, modern brass valve and metal handles, this Aqualisa bar valve creates a high quality, alternative look for the modern bathroom. The cool touch body, as well as the temperature override button, add assuring safety features which make it a great choice for family-friendly showering. Complete with a single mode 89mm square handset, the contemporary bar valve is available in polished chrome and can be installed on all UK water systems. Our 5 year guarantee applies as standard (T&C's apply)",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa AQ AQSQBAR1 cool touch square bar valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/16/NW-D53216_wm.jpg,,,,Chrome/Metallic,15.10 l/min,5,0.1,5 Years,N,97,"Chrome, brass, zinc, plastic",Dual,1,AQSQBAR1,Thermostatic,N,Cool touch valve for added safety,Suits all UK water systems,Easy fix brackets,Metal handles for a quality feel,Temperature override button,89mm single mode handset,5 Year guarantee,,,,,,,,AQ,,,,,,,,,,,,,,,,,,0.1 - 5 Bar,Y,,,,,,,,,,,,,,
106,PD90830,MIRA EVOCO SINGLE OUTLET,Mira,167.23,"Create a refined, modern style with the Evoco single outlet. Designed for easy installation and long-lasting quality with WRAS and TMV2 approval.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> MIRA EVOCO SINGLE OUTLET,,n/a,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/30/D90830_wm.jpg,,,,Chrome,9.75 l/min at 0.5 bar,5.0,0.1,5 Years,N,N/A,Metal,Single,2,1.1967.051,Mixer,N,Available in chrome and copper or matte black,Flow rate of 9.75LPM at 0.5 bar,Metal construction,With 2x spray patterns,5 year warranty,,,,,,,,,,Evoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PC15689,Grohe Rapido smart box,Grohe,55.94,A Grohe Rapido SmartBox Universal rough-in box.,Showering/Showers/Mixer Showers/Mixer Showers.csv -> Grohe Rapido smart box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/89/NW-C15689_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_35600-35604_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_35600000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PD76600,Bristan Buzz Adjustable Rigid Riser Diverter Bar Mixer,Bristan,315.11,"Offering a simple, modern design with safety built in, the Bristan Buzz bar mixer shower in smart black is supplied with a height-adjustable fixed head and a multi-function handset as well as a telescopic riser rail, hose and slider. Simple to install, Buzz is supplied with the brand's clever Wallmount 12 with isolation, ensuring ongoing maintenance is easy too.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Buzz Adjustable Rigid Riser Diverter Bar Mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/97/597897_wm.jpg,,,,Black,,,,5,N,,,,,BUZ SHXDIVCTFF BLK,Mixer Shower - Bar Mixers,N,"You really can count on Bristan showers as they are designed, engineered and tested to last with our easy fit installation and family safe features plus a modern black finish, all under a 5 Year guarantee for peace of mind",A black finish that will make a statement in any bathroom,"Supplied with our wallmount 12 fixing kit. The simplest solution for installing, maintaining and replacing bar mixer showers, using built in front-of-wall isolation valves and 15mm inlet connections",Dual control - Flow and temperature are controlled separately giving accurate control of both,Thermostatic cartridge with preset temperature stop at 38°C to eliminate the ability to select an unsafe temperature and can be adjusted up to a maximum of 43°C.,,,,,,,,,,Buzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PD53221,"Aqualisa AQ thermostatic shower kit with round dials, adjustable and wall-fixed heads Chrome Plated",Aqualisa,391.65,"Designed to be built into the wall, the Aqualisa AQ double outlet thermostatic shower valve helps installers to create a sleek, modern look. Easy to fit, the shower's push-fit rectangular metal wall plate has a smart, chrome finish with separate rounded pin lever dials used for on/off operation and precise temperature selection. Compatible with all UK water systems, the AQ includes an adjustable handset with three spray patterns plus a 110mm round overhead outlet, giving users the option of a luxuriant deluge.","Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa AQ thermostatic shower kit with round dials, adjustable and wall-fixed heads Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/21/NW-D53221_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_AQ_Showering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_AQ_DCV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT41873,Scudo middleton shower plus adjustable Black,,228.34,"The Scudo Middleton Plus adjustable shower is finished in a contemporary statement black. This complete shower pack offers two outlets, providing users with the flexibility to enjoy both a refreshing overhead spray and a traditional handheld shower.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Scudo middleton shower plus adjustable Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/73/T41873_wm.jpg,,,,,,,,,N,,,,,BLACK010ORB,,N,Brass and stainless steel construction,Black finish,Adjustable design,"Flow rate of 14LPM at 1 bar, 24.8LPM at 3 barLifetime warranty on body",12 month warranty on parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PD50145,Aqualisa round dual-outlet mixer shower (cool touch),Aqualisa,273.93,"A classic design, the Aqualisa round dual outlet mixer shower is finished in high shine chrome to suit the majority of bathroom decors. Supplied complete with a three-spray adjustable handset with easy-clean nozzles as well as a overhead drencher and a telescopic column, this mixer shower is fitted with a range of useful technologies for safe, comfortable showering.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa round dual-outlet mixer shower (cool touch),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/45/D50145_wm.jpg,,,,Chrome,"Handset - Min 6.07 l/min @ 1 bar, Max 13.82 l/min @ 5 bar Fixed head - Min 7.51 l/min @ 1 bar, Max 17.94 l/min @ 5 bar",5,1,5 Years,N,97,"Brass, metal & plastic",2,3,300RSC,Mixer Shower,N,Chrome finish,Cool touch valve for safety,With 110mm 3-spray handset with rub-clean nozzles,With lever handset holder,Temperature override button,Includes telescopic shower column,With 200mm round fixed head,Suits all UK high pressure water systems,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT41285,Scudo core round concealed shower set chrome,Scudo,367.81,"A modern design for contemporary bathrooms, the Scudo Core dual outlet round concealed shower set brings together the Core chrome round showerhead, handheld shower, handle and riser in one useful kit. Two handle options are included, a diamond crosshatch design for those who appreciate subtle detail and a smooth, seamless plain chrome for minimalists.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Scudo core round concealed shower set chrome,,Complete Shower Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/_a/T41285_A_wm.jpg,,,,Chrome,"Flow Rates: 0.2bar (l/min) - 5.6, 0.5bar (l/min) - 8.8, 1bar (l/min) - 13.8, 2bar (l/min) - 20.8, 3bar (l/min) - 25.7",5,0.5,Lifetime,N,350,Brass /Stainless steel 304 alloy,2 Outlets,,NU-022,Complete Shower,N,High quality brass and stainless steel construction,Chrome finish,"With 2x handle options, smooth or diamond cross hatch",Wall-mounted design,Operates efficiently between 0.5 and 5 bar,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PD51362,Aqualisa Dream concealed shower valve with ceiling mounted head Chrome,Aqualisa,386.26,"A high quality modern shower, the Aqualisa Dream concealed shower with ceiling fixed Harmony head has an attractive bright chrome finish to suit any bathrooms. Simple to operate and with a water-saving Eco feature that won't compromise on power, the Dream includes a range of safety features making it ideal for family use.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Dream concealed shower valve with ceiling mounted head Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/62/D51362_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Dream_DRM001CA-CF_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PQ40057,Hansgrohe Ecostat Universal universal exposed thermstatic shower Chrome,Hansgrohe,293.12,"The exposed design Hansgrohe Ecostat Universal shower provides a personalised showering experience by regulating the temperature and water quantity to suit your exact preferences and needs. With ergonomic handles and concealed connection, the Ecostat Universal looks great too.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Hansgrohe Ecostat Universal universal exposed thermstatic shower Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/57/NW-Q40057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_13122000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_ThermostatAssy_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PC42685,Bristan Prism concealed sequential valve Chrome,Bristan,512.59,"Compact and contemporary, the Bristan Prism recessed concealed single control thermostatic shower valve is simple to use with fingertip touch levers that make cleaning stress-free too. Designed to fit into any UK wall cavity down to 35mm, making the Prism an ideal selection for awkward installations.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Prism concealed sequential valve Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/85/NW-C42685_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SQSHCVO_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SQSHCVO_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Concealed_ShowerValve_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PD53005,Aqualisa Midas 220 thermostatic bar valve,Aqualisa,337.49,"With its high build quality and safety features including temperature override, the Aqualisa Midas 220 bar mixer shower is an ideal choice for the family bathroom. Slimline and space saving, the Midas fits well into even the smallest spaces.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Midas 220 thermostatic bar valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/05/NW-D53005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Midas_220_MD220S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
