,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Sound Power Level (Indoors),Output,Depth (mm),Mounting Type,Compressor Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Capacity Litre,Feature 8,Attachment 3,Attachment 4,Colour,Projection Depth,Style,Watts,Fuel Source,Material,Orientation,Shape,Wall to Centre Tapping,BTU h,Feature 9,Feature 10,Feature 11,Attachment 5,Diameter,Feature 12,Feature 13,Feature 14,Connection Type,Pressure,Overheat Protection,Direct / Indirect,Insulation Type,Application,Pack Quantity,Area (m2),Attachment 6,Refrigerant Suitability
198,P119661,Vaillant aroTHERM plus VWL 35 / 6 air source heat pump 3.5kW,Vaillant,3304.8,"An outdoor solution with monobloc technology, the Vaillant aroTHERM Plus 3.5kW air-to-water heat pump offers excellent performance combined with a high level of energy efficiency. Employing natural refrigerant R290, the aroTHERM Plus has an extremely low Global Warming Potential (GWP) of 3. It also operates very quietly, with a 54dB(A) sound level, making it suitable for flexible installation in even the most densely populated housing estates.",Renewables/Renewables.csv -> Vaillant aroTHERM plus VWL 35 / 6 air source heat pump 3.5kW,,Air-to-water heat pumpDirt filterSafety valveExpansion vesselFilling loop and pressure gaugeValvesHydraulic and wiring connectionsHeating systemWarranty card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/62/NW-119661_119662_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_aroTHERM_plus_Installation.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_aroTHERM_plus_VWL_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PP53123,Uponor Ecoflex Thermo pre insulated pipe thermostatic twin 2 x 25/175mm,Uponor,60.15,This Uponor Ecoflex Thermo twin pipe is suitable for both heating and cooling applications. It contains both supply and return pipes encased in one jacket and incorporates long coil lengths and high flexibility for improved energy efficiency and straightforward installation.,Renewables/Renewables.csv -> Uponor Ecoflex Thermo pre insulated pipe thermostatic twin 2 x 25/175mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/27/P53123_P53127_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_Plumbing&Heating_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PD04046,Recoup Pipe HEX Installation Pack R-HEX-01 & R-PA-02 heat exchanger and WWHR installation pack,Recoup,637.8,"Offering waste water heat recovery for showers, the Recoup Pipe HEX heat exchanger and WWHR installation pack recovers heat energy from your shower water, using it to heat mains cold for pre-heated water. This water is used by the shower and water heater, reducing hot water energy demand. With efficiency of up to 68.5%, the pipe HEX boosts SAP points and is easy to install, with no end-user interaction required. Designed for installation on the floor below the shower, this system is recommended for new build homes, hotels and student accommodation.",Renewables/Renewables.csv -> Recoup Pipe HEX Installation Pack R-HEX-01 & R-PA-02 heat exchanger and WWHR installation pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/46/NW-D04046_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Recoup_Pipe_HEX-Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,P694129,Daikin Altherma EDLA04EV3 Low Temperature Small Monobloc - Heating Only 4KW,Daikin,3208.54,"Suitable for heating only use, the Daikin Altherma 4kW low temperature air-to-water monobloc has a compact, single package design that is ideal for installation in properties where indoor space is limited. In addition to supplying heat, the Altherma can be adapted to provide domestic hot water.",Renewables/Renewables.csv -> Daikin Altherma EDLA04EV3 Low Temperature Small Monobloc - Heating Only 4KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/29/694129_wm.jpg,Altherma,230 +/-10%,,88.0,N,58.0,4 kW,362,Floor,Hermetically sealed swing compressor,EDLA04EV3,Low Temperature Small Monobloc,N,Monobloc all-in-one concept including hydraulic parts,WLAN cartridge included,Can be combined with domestic hot water,Energy efficient,Heat only based on air-to-water heat pump technology,Separate back-up heater kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,P276276,Stelrad Compact K3 K3 radiator 600 x 500mm,Stelrad,125.92,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 500 x 600mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 600 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PP53127,Uponor Ecoflex Thermo pre insulated pipe thermostatic twin 2 x 63/200mm,Uponor,121.62,This Uponor Ecoflex Thermo twin pipe is suitable for both heating and cooling applications. It contains both supply and return pipes encased in one jacket and incorporates long coil lengths and high flexibility for improved energy efficiency and straightforward installation.,Renewables/Renewables.csv -> Uponor Ecoflex Thermo pre insulated pipe thermostatic twin 2 x 63/200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/27/P53123_P53127_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,P115375,Ideal Heating Logic Air AH750667 Logic Air Monobloc Heat Pump 10kW,Ideal Heating,3872.88,"Offering high levels of efficiency in heating and hot water, the Ideal Heating Logic Air AH750667 10kW monobloc heat pump delivers reliable low carbon heating to your home. Designed with weather compensation for improved cost savings and comfort, this heat pump delivers ease of use and green technology for a reduced carbon footprint with minimal effort.",Renewables/Renewables.csv -> Ideal Heating Logic Air AH750667 Logic Air Monobloc Heat Pump 10kW,,Heat Pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/75/115375_wm.jpg,Logic Air,230,2 years,120kg,N,55,10 kW,558,Floor Standing,Twin-Rotary,AH750667,Air to Water Heat Pump,N,For floor standing installation,Twin rotary compressor,Operates quietly,Intuitive control for ease of use,Smart weather compensation,Uses low carbon refrigerant with zero ozone depletion and low Global Warming Potential (GWP),2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,P635927,Grant Aerona HPID10R32 R32 remote control kit,Grant,295.72,"An alternative controller for Aerona³ heat pumps, the Grant Aerona HPID10R32 R32 remote control kit is a compact wall-mounted unit offering an intuitive interface via which core ASHP parameters can be set, viewed and adjusted. Allowing both the homeowner and the heating engineer to access operating functions, this kit is compatible with a separate Grant brand timer used for hot water settings while a programmer or room thermostat is put in control of heating settings.",Renewables/Renewables.csv -> Grant Aerona HPID10R32 R32 remote control kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/27/635927_wm.jpg,Aerona,N/A,1 year minimum (Subject to T&C's),41kg,N,,,225,N/A,,HPIDR32CON10,ASHP Remote Control,N,White casing to suit most homes,Wall-mounted installation,Allows engineer to view and set functions remotely,"1 year warranty minimum, subject to T&Cs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,P175024,UK Cylinders Prolite WPHPD3170 Heat Pump Cylinder 170 ltr,UK Cylinders,974.87,"Offering high levels of performance, this UK Cylinders Prolite 170L capacity heat pump indirect cylinder incorporates a full bore coil for high flow and high gain. Made of tough duplex stainless steel, it is lagged using environmentally friendly 50mm insulation to help minimise heat loss.",Renewables/Renewables.csv -> UK Cylinders Prolite WPHPD3170 Heat Pump Cylinder 170 ltr,,Heat Pump cylinder;unvented components to comply with G3 regulations,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/27/175023_27_wm.jpg,ProLite,230,Cylinder has a 25 year warranty against manufacturing defect and 2 years with supplied components.,4.3kg,N,,,,,,WPHPD3170,,N,For domestic use,Duplex stainless steel construction,Silver colour,22mm compression fittings,Includes 50mm CFC and HCFC-free insulation,25 year warranty against manufacturing defects,2 year warranty on supplied components,,,170 l,,,,Silver,,,,,Duplex Stainless Steel,,,,,,,,,545mm,,,,22mm compression fittings,4 bar,Yes,Indirect,50mm CFC and HCFC free insulation,Domestic,,,,
207,P125450,Vaillant uniSTOR 0020237129 pre-plumbed heat pump cylinder 150ltr,Vaillant,1302.34,"Designed to make installers' lives that bit easier, the Vaillant uniSTOR 150L pre-plumbed slimline cylinder has a diameter of just 435mm, ideal for those homes with less storage space or tricky access and making installation easier and faster in any property. Ensuring high performance, with a low standby loss of 1.8kW every 24 hours, the uniSTOR incorporates a specially designed smooth bore coil, located to maximise heat transfer inside the compact unit.",Renewables/Renewables.csv -> Vaillant uniSTOR 0020237129 pre-plumbed heat pump cylinder 150ltr,,CylinderTundishTemperature and pressure expansion relief valveThree-way motorised valveExpansion vesselSensorDrain valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/50/NW-125450_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_uniSTOR_GB_IE_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Vaillant_uniSTOR_Operating_Instrcts.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_uniSTOR_Cylinder_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT21885,Panasonic Aquarea KIT-G3TD30C1E5 stainless steel domestic hot water tank 300ltr,Panasonic,1482.0,"This Panasonic KIT-G3TD30C1E5 300L domestic hot water tank is designed for compatibility with an air source heat pump. Built in a tough, high quality stainless steel chosen for its longevity, this tank is fitted with a heating coil that boasts a large surface area of 3M square for complete efficiency. A-rated, this hot water tank is compatible with air to water heat pumps from Panasonic's own Aquarea range.",Renewables/Renewables.csv -> Panasonic Aquarea KIT-G3TD30C1E5 stainless steel domestic hot water tank 300ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/_5/T21884_5_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,P143380,Joule Kodiak Standard HUKH-G6150-L3C pre-plumbed indirect cylinder 150L,Joule,2176.18,This 150L capacity Joule Kodiak Standard indirect cylinder is pre-plumbed for ease and speed of installation.,Renewables/Renewables.csv -> Joule Kodiak Standard HUKH-G6150-L3C pre-plumbed indirect cylinder 150L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/80/143380_wm.jpg,Kodiak Standard,,7 Years,78kg,N,,,,,,HUKH-G6150-L3C,ASHP Cylinders,N,Pre-plumbed for quicker installation,1134mm height,7 year warranty,,,,,,,150 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,P506192,Intatec 28mm fill and flush valve,Intatec,41.27,"This Intatec 28mm fill and flush ball valve is a valuable addition to any ASHP system, allowing for both filling and flushing tasks through a single convenient fitting.",Renewables/Renewables.csv -> Intatec 28mm fill and flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/92/506192_wm.jpg,,N/A,2 years,13.4KG,N,,,45,Pipework,,INFAF28,Heat Pump,N,For easy filling and flushing,With end caps,Brass construction,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,P143372,Samsung AE160RXYDEG/EU 1 phase mono air source heat pump 16 - 12.28kW R32,Samsung,2984.76,"Extremely energy efficient, the Samsung AE160RXYDEG/EU single phase mono air source heat pump uses the heat from the air to supply both heating and hot water. Transferring ambient air into a property via a hydronic system like underfloor heating, this heat pump helps to improve efficiency, requiring less power input than a conventional boiler while also offering a higher output. Bolted to anti-vibration feet, the AE160RXYDEG/EU operates quietly to minimise disruption.",Renewables/Renewables.csv -> Samsung AE160RXYDEG/EU 1 phase mono air source heat pump 16 - 12.28kW R32,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/72/143370_143372_wm.jpg,,220 - 240,7 Year,110kg,N,52 dB(A),16 kW,330,Bolted to Anti-Vibrate Feet,BLDC Twin Rotary,HHSM-G600016-1,Air to Air Heat Pump,N,"SCOP of 4.85, best on the MCS database",Offers 65°C hot water,45dB(A) sound level for disruption-free operation,Offers outputs of 5kW,Low GWP for more efficient use,Compatible with R32 refrigerant,With anti-vibration feet,,,,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,P125456,Vaillant uniSTOR 0020235273 heat pump cylinder 250ltr,Vaillant,1213.61,"Built for performance and reliability, the Vaillant uniSTOR 250L indirect heat pump cylinder is manufactured from hardwearing stainless steel and incorporates the latest thermal-injected insulation for ultra-low heat loss, as little as 1kW in 24 hours. The uniSTOR has a large diameter, smooth-surfaced coil positioned in an optimal spot for the ultimate in hot water performance and with automatic de-scaling provides ongoing efficiency with minimal maintenance.",Renewables/Renewables.csv -> Vaillant uniSTOR 0020235273 heat pump cylinder 250ltr,,Cylinder;Documentation;Tundish;Three-way motorised valve;Unvented cylinder kit;Expansion vessel;3/4 inch x 28mm MI-copper compression fittings;Secondary return T piece connection,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/57/125454_125457_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Heat_Pump_Cylinder_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,P648513,JA Solar 440W PV Dbl Glass Bifacial Traceable,JA Solar,93.18,TBC,Renewables/Renewables.csv -> JA Solar 440W PV Dbl Glass Bifacial Traceable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/13/648513_wm.jpg,,,,22,N,,,,,,25477,,N,JA Solar Integrated Traceable System,25 year product warranty,30 year linear power output warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,
