,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Type,Diameter,Weight,Hazardous,Equal / Unequal,Angle,Dimensions (L x W x D),Material,Connection Type 1,Connection Type 2,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Connection Size,Range,Warranty,Feature 2,Feature 3,Feature 4,Size,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 6,Drainage Product Type,Application,Waste Diameter,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Feature 9,Feature 10,Feature 11,Feature 12,Pack Quantity,Feature 13,Approvals,Min Bar Pressure,Operating Pressure,Attachment 7,Attachment 8
1118,PF40562,Polypipe Terrain Fuze threaded coupling compression joint 50mm,Polypipe,11.36,"Suitable for use in commercial building services, this Polypipe Terrain Fuze 50mm threaded coupling compression joint is made of HDPE. The Terrain FUZE ranges offers improved performance over traditional drainage materials, offering higher levels of resistance to impact and abrasion, chemical corrosion and extreme temperatures. Lightweight, Terrain FUZE is easy and fast to install, saving on time and resources.",Drainage/Drainage.csv -> Polypipe Terrain Fuze threaded coupling compression joint 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/62/NW-F40562_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,PQ66416,Wavin Wavin OsmaSoil doubler solvent-weld boss access pipe Black,Wavin,61.31,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm double solvent weld boss access pipe is made of durable black PVC-u and is fitted with secure socket x push-fit connections.",Drainage/Drainage.csv -> Wavin Wavin OsmaSoil doubler solvent-weld boss access pipe Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/16/NW-Q66416_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,PF68238,Polypipe tubular swivel P-trap adjustable inlet 40 x 76mm,Polypipe,24.43,"This adjustable Polypipe 40mm tubular swivel P trap with compression connections is suitable for use in bathrooms, wet rooms, kitchen sinks and washing machines.",Drainage/Drainage.csv -> Polypipe tubular swivel P-trap adjustable inlet 40 x 76mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/38/NW-F68238_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_TerrainS&W_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,PF87775,Calder expansion joint wide 3mtr x 390mm,Calder,390.56,"Cost-effective, durable and easy to install, this Calder 3M x 390mm gutter expansion joint is ideal for use in roof designs where traditional lead-lined gutter installations are not suitable and won't fulfil the required drip provision. The joint is made up of two lead strips connected by a vulcanised double-sided EPDM synthetic rubber band.",Drainage/Drainage.csv -> Calder expansion joint wide 3mtr x 390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/75/NW-F87775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,PQ66568,Wavin Wavin Osma Waste reducer 50 x 32mm White,Wavin,6.61,"This Wavin OsmaWaste 50 x 32mm waste reducer is made of robust white PVC-C. Suitable for use externally and internally, the OsmaWaste PVC-C solvent weld system is UV resistant and fire retardant. It is manufactured to withstand high in-service temperatures.",Drainage/Drainage.csv -> Wavin Wavin Osma Waste reducer 50 x 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/68/NW-Q66568_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,PH14359,Wavin Osma RoundLine leaf guard 500mm Black,Wavin,38.41,"Made of black PVC-U, this Wavin Osma RoundLine 500mm leaf guard has a classic half-round profile ideal for use in domestic buildings.",Drainage/Drainage.csv -> Wavin Osma RoundLine leaf guard 500mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/59/NW-H14359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Wavin_Declaration_of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,PF67264,Polypipe pipe bracket 68mm Black,Polypipe,7.62,"Made of black PVC-U, this Polypipe pipe bracket with 68mm connections is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Drainage.csv -> Polypipe pipe bracket 68mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/64/NW-F67264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,PF57307,Geberit HDPE HDPE expansion socket 56mm,Geberit,7.4,"Made of high density polyethylene (HDPE), this Geberit HDPE expansion socket with double flange and 56mm push-fit connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Drainage.csv -> Geberit HDPE HDPE expansion socket 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/NW-F57307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,PQ40465,Wavin HDPE 3003497 push-fit socket with cap 110mm,Wavin,6.09,"Wavin HDPE is a universal system approved for pipe installation in buildings to DIN 19535 and DIN EN 1519. The product range includes pipes and fittings with dimensions between 40mm and 315mm. Wavin HDPE is a complete soil, waste and vent system of pipes and fittings, manufactured from high-density polyethylene (PE HD). This tough and durable HDPE system offers an extraordinary chemical resistance in combination with a high flexibility level and great impact resistance. Wavin HDPE pipes and fittings are jointed by welding, making the joints resistant to tension. There are two methods of welding: butt welding and electro-fusion welding. Most Wavin HDPE products can also be used as part of negative pressure installations like the siphonic roof drainage system Wavin QuickStream.",Drainage/Drainage.csv -> Wavin HDPE 3003497 push-fit socket with cap 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/65/Q40465_wm.jpg,,,,,,Black,Push Fit,110mm,0.245 kg,N,,,,Polyethylene (PE),,,DIN EN 15919-1:2001DIN 19535-10:200-01,3003497,Coupler with cap,N,Wavin HDPE is resistant to temperatures of up to 90degrees C continuous temperature and 100degrees C short term,110mm,HDPE,1 year,Wavin HDPE is well suited to assemblies subjected to vibration. It is therefore ideal for use in seismic zones and across expansion joints,"With the addition of a percentage of carbon black, HDPE is UV-stabilised and can therefore be installed outdoors without degradation problems","An advantage of Wavin HDPE is that it can be welded (both by butt welding and with electrofusion joints), thereby providing a perfectly sealed system",,Wavin HDPE’s lightness makes transportation and handling easy,"Because of its high resistance to chemical agents, Wavin HDPE cannot be jointed with adhesives",The elasticity of Wavin HDPE allows pipes to withstand freezing of internal water,Wavin HDPE’s elasticity gives pipes a high impact strength at temperatures as low as -40degrees C. This ruggedness makes handling of pipes easy during installation,,,,,,,,,,The smooth surface of Wavin HDPE allows for both an optimum flow of any type o,,,,,,,,,,
1127,PF28563,Polypipe Terrain 200 135deg spigot/socket bend 40mm White,Polypipe,7.93,"This Polypipe Terrain 200 soil bend is made of white mPVC-U with 40mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.",Drainage/Drainage.csv -> Polypipe Terrain 200 135deg spigot/socket bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/63/NW-F28563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,PQ64258,Wavin Wavin OsmaSoil boss pipe 40mm Grey,Wavin,31.96,"Suitable for domestic or commercial use, this Wavin OsmaSoil 40mm boss pipe is made of durable grey PVC-u and is fitted with secure 110 x 40 x 100mm socket x push-fit connections.",Drainage/Drainage.csv -> Wavin Wavin OsmaSoil boss pipe 40mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/58/NW-Q64258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,PF80916,Marley HDPE elbow 110mm,Marley,7.72,"Ideal for commercial use, this high impact Marley HDPE 88.5° elbow in black offers excellent abrasion resistance. It is supplied with 110mm solvent weld connections.",Drainage/Drainage.csv -> Marley HDPE elbow 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/16/NW-F80916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_HDPE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,PP48932,Geberit Pluvia roof outlet with fastening flange for roof foils 12ltr/s,Geberit,180.72,"Made of CrNi steel, this Geberit Pluvia roof outlet with 56mm fastening flange for roof foils is designed for use with the Geberit Pluvia siphonic roof drainage system.",Drainage/Drainage.csv -> Geberit Pluvia roof outlet with fastening flange for roof foils 12ltr/s,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/32/NW-P48932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,PF24830,Marley Solvent Waste expansion coupling/copper adaptor 40mm White,Marley,4.46,This Marley Solvent Waste 40mm straight coupling expansion adapter in white is suitable for both internal and external applications.,Drainage/Drainage.csv -> Marley Solvent Waste expansion coupling/copper adaptor 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/30/NW-F24830_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,PF67755,Polypipe 112.5° Offset Bend for 65mm Square Downpipe in Black,Polypipe,13.18,"Made of black PVCu, this Polypipe offset bend with 65mm connections is suitable for use in domestic applications with 65mm square downpipe.",Drainage/Drainage.csv -> Polypipe 112.5° Offset Bend for 65mm Square Downpipe in Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/55/NW-F67755_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,PF68438,Polypipe Polyflow deep fascia bracket 75mm White,Polypipe,5.41,"Suitable for domestic use, this Polypipe fascia bracket is made of white PVC-U and incorporates 117mm push-fit ends.",Drainage/Drainage.csv -> Polypipe Polyflow deep fascia bracket 75mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/38/NW-F68438_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Polypipe_Rainwater_System_BBA_Certi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,PW12020,Saint Gobain Ensign EF048 single fixing pipe bracket 50mm,Saint Gobain,11.1,"This Saint Gobain Ensign EF048 50mm bracket is made of ductile iron with a red protective finish. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Drainage.csv -> Saint Gobain Ensign EF048 single fixing pipe bracket 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/24/NW-W12020_W12024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,PQ66739,Wavin OsmaWeld 4Z161B 87.5deg ABS bend 32mm Black,Wavin,3.78,"Kitemarked to BS EN 1455-1:2058, this Wavin OsmaWeld 32mm 87.5° bend is made of robust ABS in black. This fitting is designed with solvent weld connections for reliably secure jointing.",Drainage/Drainage.csv -> Wavin OsmaWeld 4Z161B 87.5deg ABS bend 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/39/Q66739_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_BelowGroundDrainage_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,PF02437,Geberit Silent-db20 Multiple (four) branch fitting 110 x 56mm Silent-db20,Geberit,84.03,"Designed to suit premium residential and hotel developments, this Geberit Silent-db20 88.5° quadruple branch fitting is also a reliable choice for healthcare settings including hospitals, nursing homes and retirement complexes.  Made of mineral-reinforced polyethylene (PE-S2) and with 110 x 56mm solvent weld connections. This fitting system with outstanding sound insulation, contains a triple protection against sound transmission and is recommended for use anywhere that high levels of sound insulation are required.",Drainage/Drainage.csv -> Geberit Silent-db20 Multiple (four) branch fitting 110 x 56mm Silent-db20,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F02437_primary_image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,PQ97081,Wavin OsmaSoil 87.5deg double socket bend Grey,Wavin,46.41,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° bend is made of grey PVC-U with durable and reliable socket connections.",Drainage/Drainage.csv -> Wavin OsmaSoil 87.5deg double socket bend Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/81/NW-Q97081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c-/21/Osma_SoilWaste-PIM-Dec-21.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
