,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Attachment 6,Attachment 7,Feature 9,Feature 10,Colour,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Seasonal Space Heating Energy Efficiency %,Feature 18,Feature 19,Max Vertical Level Flue Length (metres),Attachment 8,Attachment 9,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class
173,P112934,Worcester Bosch Greenstar CDi Highflow 550CDi NG ErP combi boiler,Worcester Bosch,2925.45,"Industry-leading DHW flow rates make the Worcester Bosch Greenstar Highflow 550CDi NG condensing combi boiler perfect for family homes where instant hot water is in constant demand. Delivered complete with a pre-plumbed floor mounting jig and handy wheel-in tray, this 31kW output combi is straightforward to install under a kitchen or utility countertop or, thanks to reliable built-in frost protection, in a garage or cellar where it can be safely operated in even the lowest temperatures. Simple to use, with one-button commissioning and straightforward but wide-ranging controls, the Greenstar Highflow provides exactly the levels of heat you need and with an ErP A rating for heat, B for water, helps to lower both fuel bills and emissions.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar CDi Highflow 550CDi NG ErP combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/34/112934_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_CDi_Highflow_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/W_B_Greenstar_Highflow_440CDi_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_CDi_Highflow_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/W_B_Greenstar_Highflow_440CDi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,P333957,Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler pack 45kW Black,Worcester Bosch,2059.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler promises hassle-free installation, servicing and commissioning alongside simple controls and a stylish, contemporary design which will sit alongside modern decor seamlessly. The team at Worcester Bosch has put years of installer and customer feedback into the design of this 45kW combi resulting in, amongst other clever features, a full colour touchscreen display to put control of every aspect of the boiler at your fingertips from set-up, to daily use, to fault diagnostics. Fully compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style has an ErP A rating to help lower fuel bills and emissions.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler pack 45kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,,,,,,15 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,49kg,A,N,A,,365,333957,94,Wall Hung,333957 PK,Condensing Combi Boiler,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,,,,,,,,,,,,,,,,,
175,P333862,Intergas HRE OV 18 heat only boiler,Intergas,809.0,"The wall-mounted Intergas Compact HRE 18 OV gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Intergas HRE OV 18 heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/ov/Intergas_HRE_OV_wm.jpg,,,,,,,Natural Gas,HRE OV,7 Years,30Kg,A,N,,18 kW,240,333862,93,Wall Hung,333862 PK,Condensing Open Vent Boiler,N,Suitable for use in open vent systems with a heating system feed tank,Fitted with a modulating control to adjust power in line with heat requirements,No air pressure switch,Easy to service and maintain,Almost no standby losses,7 year warranty,,,,,,,,White/Gloss,,,,,,,,A,,,,,,,
176,P159729,VIESS VITODENS 050-W 25KW COMBI BOILER,Viessmann,1093.04,"LPG-compatible with no need for a conversion kit, the Viessmann Vitodens 050-W combi boiler is fitted with the brand's own patented Matrix Plus burner and Inox-Radial stainless steel heat exchanger for maximised efficiency and excellent performance in the home. This 25kW boiler has a compact design suitable for wall-mounting inside the average sized kitchen cupboard, helping to make siting and installation simple.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> VIESS VITODENS 050-W 25KW COMBI BOILER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/nt/159729_159731_front_wm.jpg,,,,,,10.2 l/min,Natural Gas / LPG,,7 Years,35 kg,A,N,A,,300,,92,Wall Mounted,7987363,Combi Boiler,N,For wall-mounted installation,LPG compatible with no conversion kit required,Offers DHW output of 25.4kW,ErP A-rated efficiency of 92%,Ultra-compact design for fitting into kitchen cupboard,Measures just 700mm in height and 300mm depth,7 year warranty,,,,,,,,,,,,,,,,,,,,,,
177,P333069,Viessmann Vitodens 100-W B1GA-32 heat only NG/LPG boiler pack 32kW,Viessmann,1403.24,"Hydrogen-ready, the Viessmann Vitodens 100-W 32kW NG/LPG heat only natural gas condensing boiler is compatible with existing open-vented or sealed systems. Offering efficient operation, this wall-mounted boiler is suitable for installation inside a kitchen cupboard and has been fitted with the reliable patented Matrix Plus burner and a stainless steel Inox-Radial heat exchanger for robust reliability and minimal maintenance costs.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Viessmann Vitodens 100-W B1GA-32 heat only NG/LPG boiler pack 32kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/57/147053_57_wm.jpg,,,,,,,Natural Gas,Vitodens 100-W,5 Year,26kg,A,N,,32 kW,340,,93,Wall,333069 PK,Heat Only Boiler,N,Gas condensing heat only boiler for open vent and sealed systems,output from 3.2 to 32kW,ERP efficiency 92% (Hs),Energy efficiency class: A,"Lambda Pro for exceptional performance, high efficiency and low emissions",Hydrogen ready (H2 20% blend),Compact design for cupboard installation,Ideal for bungalow application with its low static water head requirement,,,,"Low weight, easy to handle",,,,,,,,,,,,,,,,,
178,P125237,Ideal Heating Logic 228336 logic max combi 2 C35,Ideal Heating,1250.52,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Max2 C35 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 35kW combi boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Logic Max2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Ideal Heating Logic 228336 logic max combi 2 C35,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/37/125235_125137_wm.jpg,,,,,,,Natural Gas,Logic,10 Years,34.8,A,N,A,35 kW,310,No,89.6,Wall Mounted,228336,Combi Boiler,N,"For wall mounted installation<multisep/>Compact design ideal for cupboard fitting<multisep/>Built in the UK<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Includes large, high resolution colour screen for ease of operation<multisep/>A rated for efficiency<multisep/>2 year warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P114589,Keston Combi 2 C35 boiler,Keston,1355.89,"A compact design, the wall-mounted Keston Combi 2 C35 boiler is ideal for installation inside a kitchen cupboard while its twin flue system allows the unit to be situated up to 27M from the flue outlet, giving you the ultimate in fitting flexibility. This smart 35kW boiler allows for independent control of heating and hot water which, along with its fully modulating operation, ensures complete comfort and ErP A-rated efficiency. In addition, the Combi 2 is compatible with weather compensation devices for even more efficient operation.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Keston Combi 2 C35 boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/89/114589_wm.jpg,,,,,,16.9,Natural Gas / LPG (requires converstion kit),,7 years (when installed with Keston filter),32.9 kg,A,N,A,35.3 kW,278,N/A,89.6,Wall,228345,Combi Boiler,N,Easy-to-see pressure gauge,Large backlit display,User friendly controls,Compact domensions,Low lift weight,Low component count for improved reliability,Twin flue up to 27M,50mm muPVC (PVC-C) solvent weld flue for ease of installations,,,,Weather compensator inbuilt,Boiler Plus compliant out of the box,,Pre-fitted filling loop,Inbuilt frost protection,Fully modulating,LPG conversion kit available,7 year warranty when installed with Keston filter,,,,,,,,,,
180,P114640,Worcester Bosch Greenstar 8000 Style GR8700iW 35 C NG combi boiler 35kW White,Worcester Bosch,1684.0,"Built with the feedback of both installers and homeowners in mind, the Worcester Bosch Greenstar 8000 Style GR8700iW 35 C NG combi boiler is designed for quick, hassle-free installation, servicing and maintenance with intuitive controls and quieter operation compared to its predecessor, the 8000 Life. With its sleek, contemporary look ideal for a modern home, this 35kW combi incorporates a full colour touchscreen display making controlling comfort simple and improving fault diagnostics and commissioning as well. Compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style boasts an ErP A rating, helping to lower fuel bills and reduce your carbon footprint.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 C NG combi boiler 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/41/114637_114641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Style_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114640_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Style_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,P333694,Intergas HRE 36/40 combi boiler,Intergas,1167.0,"Keep costs and maintenance time low with the Intergas HRE 36/40 compact combi boiler. Built to fit into a home with ease while satisfying the high hot water and heating demands of a busy family, this compact 40kW combi features a self-learning eco mode, double high efficiency heat exchanger and, thanks to a reduced number of internal components, does what it can to minimise downtime and keep maintenance costs low. With an ErP A rating, the HRE also contributes to reduced emissions and lower fuel bills.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Intergas HRE 36/40 combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/36/102436_wm.jpg,,,,,,"15 L/min @ 40°C, 9 L/min @ 60°C",Natural Gas,HRE,7 Years,36 kg,A,N,A,36 kW,240,"333694, 333725",93,Wall Hung,333694 PK,Compact Combi Boiler,N,Easy to service,Less parts means less to maintain,No diverter valve or valve motor,No auto air vent,Double high efficiency heat exchanger,Self-learning eco-mode,Two fixing options,Extended warranty available when following Intergas installation specification and guidelines,,,,10 year warranty on heat exchanger,,Black/Gloss,,,,,,,,A,,,,,,,
182,P333326,Viessmann vitodens 050-W 25kW combi boiler,Viessmann,1042.14,"LPG-compatible with no need for a conversion kit, the Viessmann Vitodens 050-W combi boiler is fitted with the brand's own patented Matrix Plus burner and Inox-Radial stainless steel heat exchanger for maximised efficiency and excellent performance in the home. This 25kW boiler has a compact design suitable for wall-mounting inside the average sized kitchen cupboard, helping to make siting and installation simple.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Viessmann vitodens 050-W 25kW combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/nt/159729_159731_front_wm.jpg,,,,,,10.2 l/min,Natural Gas / LPG,,7 Years,35 kg,A,N,A,,300,,92,Wall Mounted,333326 PK,Combi Boiler,N,For wall-mounted installation,LPG compatible with no conversion kit required,Offers DHW output of 25.4kW,ErP A-rated efficiency of 92%,Ultra-compact design for fitting into kitchen cupboard,Measures just 700mm in height and 300mm depth,7 year warranty,,,,,,,,,,,,,,,,,,,,,,
183,P114639,WORCS GSTAR 8000 STYLE 40KW COMBI WHT NG,Worcester Bosch,1909.0,"Redefining the combi boiler, the Worcester Bosch Greenstar 8000 Style GR8700iW 40 C NG combi boiler has been conceived with modern home decor in mind for a design-led look suited to the most contemporary space. Incorporating feedback from installers and customers, the makers of this 40kW boiler have achieved quicker, simpler installation, servicing and commissioning , more intuitive controls and quieter operation compared to its predecessor, the 8000 Life. This 40kW combi features a full colour touchscreen display putting comfort and flexibility at your fingertips and improving fault diagnostics. Compatible with the Greenstar Intelligent Filling System for optimum boiler pressure, the 8000 Style has an ErP A rating.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> WORCS GSTAR 8000 STYLE 40KW COMBI WHT NG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/41/114637_114641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Style_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Style_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114639_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,P116022,Vaillant ecoFIT pure 430 heat only open vent boiler,Vaillant,1784.39,"The compact Vaillant ecoFIT pure 430 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 30kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoFIT pure 430 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,P127291,Vokera Unica Max C 35 20188336 boiler,Vokera,1657.22,"Accepting an air-gas mix according to the available gas quality, the Vokera Unica Max 35C combi boiler offers active combustion control (ACC) and a hybrid-enabled system to help it meet current and future energy source integration. This means that while currently suitable for a 20% hydrogen blend, the Unica Max is also ready to go when your local network converts to a methane-hydrogen blend. Fitted with a large bore stainless steel heat exchanger designed for reliability, this 35kW combi boiler is operated using a clear LCD user interface with text menu navigation, making both commissioning and daily use as simple as possible.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vokera Unica Max C 35 20188336 boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/92/NW-127291_127292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Unica_MAX_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/127291_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Vokera_Unica_MAX_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vokera_Unica_MAX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
