,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Size,Pipe Size,Attachment 4,Attachment 5,Attachment 6,Feature 13,Length (M),Material Type,Pack Quantity,Weight,Connection Size,Connection Type,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
343,PM12073,S/STEEL 316 UNLINED CLIP 15-19MM (3/8IN),DST Group,5.27,"Manufactured in mild steel with a DZR finish, this DST Group Surefix 3/8"" lined clip can be used to securely fix copper, plastic and stainless steel pipes and tubes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> S/STEEL 316 UNLINED CLIP 15-19MM (3/8IN)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/85/NW-M12073_M12085_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Pipe_Support_Sept_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Product_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,P190697,Climaflex slit pipe insulation 42 x 20mm,Climaflex,8.56,"Manufactured in polyethylene, Climaflex 42 x 20mm pipe insulation is pre-slit for ease of application. Supplied in a 2M length, this environmentally insulation helps to protect pipes from frost while also minimising energy loss.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Climaflex slit pipe insulation 42 x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fl/ex/Climaflex_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/CLIMAFLEX_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex Leaflet 2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PM12065,S/STEEL 316 LINED CLIP 53-58MM,DST Group,9.32,"Manufactured in mild steel with a DZR finish, this DST Group Surefix 53 - 58mm lined clip can be used to securely fix copper, plastic and stainless steel pipes and tubes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> S/STEEL 316 LINED CLIP 53-58MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/72/NW-M12059_M12072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Pipe_Support_Sept_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Product_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,P637127,Lawton Tube MUN cast hospital bracket 15mm Brass,Lawton Tube,5.84,"Made of brass, this Lawton Tube MUN 15mm hospital bracket is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Lawton Tube MUN cast hospital bracket 15mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/28/NW-637127_637128_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PM10814,PHD M8 Flange Clamp,PHD,4.12,This PHD M8 BZP flange clamp is suitable for use in parallel or tapered flange beams. It can be used alongside threaded rod for fixing pipe works and air ducts fitted with steel girders.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> PHD M8 Flange Clamp",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/14/M10814_wm.jpg,,,,Zinc plated,,,35,,N,Ductile Iron,FC08,Plain Hole,N,Drilled back hole,With hexagon head set screw,With hex nut,Ductile iron construction,,,,,,,,,M8,,,,,,,,,,,,,,,,,,,,,,,,
348,P187680,PHD phenolic insulation 15mm x 15mm - 1mtr,PHD,11.95,"PHD Pyrokool 15 x 15mm phenolic insulation is supplied in a 1M length. Offering high performance lagging, this rigid thermal pipe insulation is designed to fit snuggly and reliably to cold, hot, chilled and heating pipework.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> PHD phenolic insulation 15mm x 15mm - 1mtr",,100 lengths,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/80/187680_wm.jpg,,,,Green,,,1.5 mm,,N,Phenolic Foam,LAGP015015,Phenolic,N,Rigid block type,Phenolic foam construction,Standard density of 40kg/m3,Fabricated from block at a uniform thickness and to close tolerances for tight fite,Fire-rated aluminium foil vapour barrier applied,,,,,,,,,15 mm,,,,,,,,,,,,,,,,,,,,,,,
349,P187303,Rockwool rock foiled insulation 1mtr x 67mm x 25mm,Rockwool,156.24,"Supplied in 1M lengths, this Rockwool Rock 67 x 25mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Rockwool rock foiled insulation 1mtr x 67mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR067025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,67mm,,,,,,,,,,,,,,,,,,,,,,,
350,P190705,Climaflex semi-slit pipe insulation 28mm x 9mm (Per Metre),Climaflex,2.81,"Supplying reliable frost protection, this Climaflex 28 x 9mm semi-slit pipe insulation helps to conserve energy for a more reliable piping system. It is supplied in a length of 1M.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Climaflex semi-slit pipe insulation 28mm x 9mm (Per Metre)",,Pipe Insulation,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fl/ex/Climaflex_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/CLIMAFLEX_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex Leaflet 2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,P597043,Flamco RKW supaplate 57mm White,Flamco,1.62,"Providing a neat finish to any installation this Flamco RKW 57mm white pipe escutcheon plate conceals messy pipe holes in walls, floors or ceilings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Flamco RKW supaplate 57mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/45/NW-597043_597045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PM92124,M Greenaway And Son GB galvanised 90deg angled - 4 hole bracket,M Greenaway And Son,15.5,"Made of 6mm thick mild steel, this M Greenaway And Son 3 x 1 hole 90° bracket with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> M Greenaway And Son GB galvanised 90deg angled - 4 hole bracket",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/24/NW-M92124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_GB14_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PM97886,JET Range Unlined pipe clip twin screw M8/M10 dual boss 32-35mm,JET Range,1.85,"This JET Range twin screw unlined pipe clip for 32 - 35mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 32-35mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PM92166,M Greenaway And Son GB galvanised window clamp 21mm (m10),M Greenaway And Son,21.77,"Made of 6mm thick mild steel, this M Greenaway And Son window bracket with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> M Greenaway And Son GB galvanised window clamp 21mm (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/67/NW-M92165_M92167_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_GB2021_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,P189019,Rockwool Rock Foiled insulation 1mtr x 76mm x 25mm,Rockwool,158.93,"ROCKWOOL RockLap H&V Sections are pre-formed sections of stone wool insulation, manufactured pre-slit for ease of application and have a layer of factory applied foil facing and a self-adhesive lap. The self-adhesive lap allows the sections to be snapped onto the pipework, then backing tape used to completely seal the joint.  The sections have been designed to provide acoustic and thermal insulation to heating, ventilation and air conditioning pipework, from temperatures of 0C to 250C.  In addition to insulating to save energy and minimise heat loss, insulation is required to services and equipment for other specific criteria such as Frost Protection, Condensation Control, Personnel Protection and Acoustic Control.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Rockwool Rock Foiled insulation 1mtr x 76mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/19/189019_wm.jpg,,,,Natural,,Rock Foiled,2.5 mm,,N,Rock Mineral Wool,03C076025,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Rock mineral wool,CE marked to EN 14303,,,,,,,,,,76 mm,,,,,1,,,,,,,,,,,,,,,,,,
356,P189220,Isover Glass Foiled insulation 1.2mtr x 42mm x 20mm,Isover,25.34,"CLIMPIPE Sections can be considered for the thermal and acoustic insulation of pipework. Robust and lightweight, they feature pre-formed ‘snap on’ sections with a reinforced self-adhesive overlap to help ensure a strong vapour barrier. Manufactured in 1.2m lengths, they offer the opportunity for fewer joints than traditional 1m products, helping to reduce thermal bridging.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Isover Glass Foiled insulation 1.2mtr x 42mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/20/189220_wm.jpg,,,,Natural,,Glass Foiled,20 mm,,N,Glass Mineral Wool,03P042020,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Glass mineral wool,CE marked to EN 14303,,,,,,,,,,42mm,,,,,1/2,,,,,,,,,,,,,,,,,,
357,PM97915,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 83-93mm,JET Range,6.37,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 83 - 93mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 83-93mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,P187295,Rockwool rock foiled insulation 1mtr x 17mm x 25mm,Rockwool,70.11,"Supplied in 1M lengths, this Rockwool Rock 17 x 25mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Rockwool rock foiled insulation 1mtr x 17mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR017025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,17 mm,,,,,,,,,,,,,,,,,,,,,,,
359,P695426,Pump House 7 insulation wall clamp 3/8 inner diameter 3/4,Pump House,7.03,"The Pump House Klo-Shure 7 insulation coupling in 3/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Pump House 7 insulation wall clamp 3/8 inner diameter 3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
